# taxa  Frequency(n)   propn
#  916   11010010110111011110  13   
#  917   11111111111111111110  19   
#  918   11110010111111111110  16   
#  919   11010111111111111110  17   
#  920   10010011111111010110  13   
#  921   10010100001111100000   8   
#  922   11011111111110100111  16   
#  923   11111111111111111111  20   
#  924   11111111111111111111  20   
#  925   11111111111111111111  20   
#  926   11111111111111111111  20   
#  927   11111111111111111111  20   
#  928   11111111111111111111  20   
#  929   00000011001000000001   4   
#  930   01010011001011100011  10   
#  931   11111111111110111111  19   
#  932   11111111111111111111  20   
#  933   11011111111111011111  18   
#  934   11011111111111111111  19   
#  935   10010011001011010011  10   
#  936   11111111111111111111  20   
#  937   10111111111111010111  17   
#  938   10111111111111011111  18   
#  939   10111111111111010111  17   
#  940   11100011111111101111  16   
#  941   11100111111111001111  16   
#  942   11110111111111101111  18   
#  943   10100110001011111111  13   
#  944   10111111111111111111  19   
#  945   11100110001011111111  14   
#  946   11111111111111111111  20   
#  947   11111111111111111111  20   
#  948   11111111111111111111  20   
#  949   11110111111111001111  17   
#  950   11111111111111111111  20   
#  951   11111111111111011111  19   
#  952   11111111111111111111  20   
#  953   10100110001111001111  12   
#  954   10111001101111000111  13   
#  955   11111101111111111111  19   
#  956   11111111111111111111  20   
#  957   11111111111111111111  20   
#  958   11111101111111111111  19   
#  959   11111101111111110111  18   
#  960   11111111111111111111  20   
#  961   11111101101111010111  16   
#  962   11111101101111010111  16   
#  963   11111101111111010111  17   
#  964   11111111111111011111  19   
#  965   11111111111111111111  20   
#  966   11111111111111111111  20   
#  967   11111111111111010111  18   
#  968   10111001101111001111  14   
#  969   10111001101111001111  14   
#  970   11111111101111110111  18   
#  971   11111111111111111111  20   
#  972   11111111111111110111  19   
#  973   11111111111111111111  20   
#  974   00000000000000000010   1   
#  975   10001000101111001110  10   
#  976   11010101011101100010  11   
#  977   11111111111101111110  18   
#  978   11111111111111111111  20   
#  979   00010110111111101111  14   
#  980   11111111111111111111  20   
#  981   10100010111011001111  12   
#  982   11110110110111001110  14   
#  983   10011011101101001010  11   
#  984   10011111111111101110  16   
#  985   10100101000001001101   8   
#  986   11111111111111111111  20   
#  987   11010001111101001111  13   
#  988   11111111111111111111  20   
#  989   11011001111101001111  14   
#  990   11111111111111111111  20   
#  991   10100110001111001111  12   
#  992   10111010100110000100   9   
#  993   10111010101111101101  14   
#  994   10111110111111011101  16   
#  995   10111011111111100100  14   
#  996   11111111111111111111  20   
#  997   11111111111111111111  20   
#  998   11111111111111111111  20   
#  999   11111111111111111111  20   
# 1000   11111111111111111111  20   
# 1001   11111111111111111111  20   
# 1002   11111111111111111111  20   
# 1003   11111111111111111111  20   
# 1004   11111111100110001111  15   
# 1005   11111111111111010110  17   
# 1006   11111111111111101111  19   
# 1007   10111111001111101111  16   
# 1008   00000000000100000010   2   
# 1009   10000000000000000000   1   
# 1010   00111011111100000101  11   
# 1011   11111111111110111111  19   
# 1012   11111011111110100111  16   
# 1013   10111011101100000101  11   
# 1014   11111011101111011111  17   
# 1015   11111111111111011111  19   
# 1016   11110010011111001111  14   
# 1017   11111010011111001111  15   
# 1018   11111111011111001111  17   
# 1019   11111111111111111111  20   
# 1020   11111111111111111111  20   
# 1021   11111111111111111111  20   
# 1022   11100100000011000000   6   
# 1023   11111111111111111111  20   
# 1024   11100110001111001111  13   
# 1025   11110111001111101110  15   
# 1026   01100111000101001110  10   
# 1027   11100111001111101110  14   
# 1028   11111111111111111111  20   
# 1029   11110111111111111111  19   
# 1030   00000000001000000000   1   
# 1031   11111111111110010111  17   
# 1032   11101111111111111111  19   
# 1033   11111111111111111111  20   
# 1034   11111111111111111111  20   
# 1035   01100011111101101111  14   
# 1036   11111111111111111111  20   
# 1037   11111111111111111111  20   
# 1038   11111111111110111111  19   
# 1039   11111111111110111111  19   
# 1040   11111111111111111111  20   
# 1041   01110011100110100001  10   
# 1042   11110111111110110011  16   
# 1043   11111111111111111111  20   
# 1044   11111111111111111011  19   
# 1045   11110111111111111111  19   
# 1046   11110111111111111111  19   
# 1047   11110111111111111111  19   
# 1048   11111111111111111111  20   
# 1049   11110111111111111111  19   
# 1050   11110111111111111111  19   
# 1051   11111111111111111111  20   
# 1052   11110111111111111111  19   
# 1053   11110111111111111111  19   
# 1054   11110111111111111111  19   
# 1055   00000101110001000000   5   
# 1056   00100110001001110011   9   
# 1057   00000110010001000000   4   
# 1058   11101110111111100111  16   
# 1059   11111111111111111111  20   
# 1060   10010111010001000100   8   
# 1061   11110111011011111111  17   
# 1062   10000100001001000000   4   
# 1063   11010101011101100010  11   
# 1064   10100111111011000000  10   
# 1065   10000100001011100000   6   
# 1066   10111111111011111011  17   
# 1067   10010001010000000100   5   
# 1068   10010011110101010111  12   
# 1069   00010001010000000100   4   
# 1070   11011111111111010110  16   
# 1071   00000110010011010000   6   
# 1072   11110111111111111111  19   
# 1073   01101001101100100011  10   
# 1074   10111111111111011111  18   
# 1075   11111111111111011111  19   
# 1076   11111111101111111110  18   
# 1077   11111111111111111111  20   
# 1078   11111111111111101111  19   
# 1079   11111111111111101111  19   
# 1080   11111111111111101111  19   
# 1081   11111111111111101111  19   
# 1082   11010011011000001111  11   
# 1083   11111111111111111111  20   
# 1084   11110111111101101111  17   
# 1085   11010011011000001111  11   
# 1086   11111001110010000100  10   
# 1087   00011000000010000010   4   
# 1088   10011000000010000010   5   
# 1089   00000000100000000000   1   
# 1090   00001001000000000000   2   
# 1091   00110110101010001101  10   
# 1092   10111001111010111110  14   
# 1093   01111011111111111011  17   
# 1094   10010000110000000010   5   
# 1095   11110111111101101111  17   
# 1096   10010000110001000010   6   
# 1097   00011101111100010011  11   
# 1098   10110010101111101100  12   
# 1099   00010110101001000011   8   
# 1100   01010000100010000000   4   
# 1101   01010100110010000000   6   
# 1102   01111110111111101110  16   
# 1103   11110010100010001110  10   
# 1104   11100111111101100111  15   
# 1105   11111111111111111111  20   
# 1106   11111111111111111111  20   
# 1107   11111111111111111111  20   
# 1108   11110111111101100111  16   
# 1109   01100100111101100011  11   
# 1110   11110111111111111111  19   
# 1111   11111111111111111111  20   
# 1112   11111111111111111111  20   
# 1113   11111111111111111111  20   
# 1114   10110111111111111111  18   
# 1115   11111111101111111111  19   
# 1116   00100011100010000000   5   
# 1117   10111111100111000111  14   
# 1118   11111111111111101111  19   
# 1119   11111111111111111111  20   
# 1120   11111111111111111111  20   
# 1121   11111111110111101111  18   
# 1122   11111111100111100111  16   
# 1123   11111111101111101111  18   
# 1124   11111111111111111111  20   
# 1125   11111111111111101111  19   
# 1126   11111111100111110111  17   
# 1127   11111111111111110111  19   
# 1128   11111111111111110111  19   
# 1129   11111111111111111111  20   
# 1130   11110110111110100011  14   
# 1131   11010101111101000110  12   
# 1132   11111111111111101111  19   
# 1133   11111111111111111111  20   
# 1134   10110110001111001111  13   
# 1135   00000000100000000000   1   
# 1136   10010101110100110110  11   
# 1137   11011111111110110111  17   
# 1138   11111011111111101111  18   
# 1139   11111111111111111111  20   
# 1140   00111111101110010100  12   
# 1141   01111111111111111111  19   
# 1142   11111011111111010111  17   
# 1143   01111101111111111110  17   
# 1144   01000100100111010010   8   
# 1145   11010011110111010110  13   
# 1146   11110111101111110111  17   
# 1147   10111111100111100111  15   
