t         VX       fr_sym1   fr_M0      D          x.fsym0   x.fsym1  x.msym0M0  x.msym1M0  x.msym0M1  x.msym1M1   
83.410     896.0   0.0321   0.9644   0.0007        441.0     14.6    411.4       13.3       14.9        0.8
83.420     896.0   0.0321   0.9644   0.0007        441.0     14.6    411.4       13.3       14.9        0.8
83.430     896.0   0.0321   0.9644   0.0007        441.0     14.6    411.4       13.3       14.9        0.8
83.440     896.0   0.0321   0.9644   0.0007        441.0     14.6    411.4       13.3       14.9        0.8
83.450     896.0   0.0321   0.9644   0.0007        441.0     14.6    411.4       13.3       14.9        0.8
83.460     896.0   0.0321   0.9645   0.0007        441.0     14.6    411.4       13.3       14.9        0.8
83.470     896.0   0.0321   0.9645   0.0007        441.0     14.6    411.4       13.3       14.8        0.8
83.480     896.0   0.0321   0.9645   0.0007        441.0     14.6    411.4       13.4       14.8        0.8
83.490     896.0   0.0321   0.9645   0.0007        441.0     14.6    411.5       13.4       14.8        0.8
83.500     896.0   0.0321   0.9646   0.0007        441.0     14.6    411.5       13.4       14.8        0.8
83.510     896.0   0.0321   0.9646   0.0007        441.0     14.6    411.5       13.4       14.8        0.8
83.520     896.0   0.0321   0.9646   0.0007        441.0     14.6    411.5       13.4       14.8        0.8
83.530     896.1   0.0321   0.9646   0.0007        441.0     14.6    411.5       13.4       14.8        0.8
83.540     896.1   0.0321   0.9646   0.0007        441.0     14.6    411.5       13.4       14.8        0.8
83.550     896.1   0.0321   0.9647   0.0007        441.0     14.6    411.5       13.4       14.8        0.8
83.560     896.1   0.0321   0.9647   0.0007        441.0     14.6    411.5       13.4       14.8        0.8
83.570     896.1   0.0321   0.9647   0.0007        441.0     14.6    411.5       13.4       14.8        0.8
83.580     896.1   0.0321   0.9647   0.0007        441.0     14.6    411.5       13.4       14.7        0.8
83.590     896.1   0.0321   0.9647   0.0007        441.0     14.6    411.6       13.4       14.7        0.8
83.600     896.1   0.0321   0.9648   0.0007        441.0     14.6    411.6       13.4       14.7        0.8
83.610     896.1   0.0321   0.9648   0.0007        441.0     14.6    411.6       13.4       14.7        0.8
83.620     896.1   0.0321   0.9648   0.0007        441.0     14.6    411.6       13.4       14.7        0.8
83.630     896.1   0.0321   0.9648   0.0007        441.0     14.6    411.6       13.4       14.7        0.8
83.640     896.1   0.0321   0.9649   0.0007        441.0     14.6    411.6       13.4       14.7        0.8
83.650     896.1   0.0321   0.9649   0.0007        441.0     14.6    411.6       13.4       14.7        0.8
83.660     896.1   0.0321   0.9649   0.0007        441.0     14.6    411.6       13.4       14.7        0.8
83.670     896.1   0.0321   0.9649   0.0007        441.0     14.6    411.6       13.4       14.7        0.8
83.680     896.1   0.0321   0.9649   0.0007        441.0     14.6    411.6       13.4       14.7        0.8
83.690     896.1   0.0321   0.9650   0.0007        441.0     14.6    411.7       13.4       14.6        0.8
83.700     896.1   0.0321   0.9650   0.0007        441.0     14.6    411.7       13.4       14.6        0.8
83.710     896.1   0.0321   0.9650   0.0007        441.0     14.6    411.7       13.4       14.6        0.8
83.720     896.1   0.0321   0.9650   0.0007        441.0     14.6    411.7       13.4       14.6        0.8
83.730     896.1   0.0321   0.9650   0.0007        441.0     14.6    411.7       13.4       14.6        0.8
83.740     896.1   0.0321   0.9651   0.0007        441.0     14.6    411.7       13.4       14.6        0.8
83.750     896.1   0.0321   0.9651   0.0007        441.0     14.6    411.7       13.4       14.6        0.8
83.760     896.1   0.0321   0.9651   0.0007        441.0     14.6    411.7       13.4       14.6        0.8
83.770     896.1   0.0321   0.9651   0.0007        441.0     14.6    411.7       13.4       14.6        0.8
83.780     896.1   0.0321   0.9652   0.0007        441.0     14.6    411.8       13.4       14.6        0.8
83.790     896.1   0.0321   0.9652   0.0007        441.0     14.6    411.8       13.4       14.6        0.8
83.800     896.1   0.0321   0.9652   0.0007        441.0     14.6    411.8       13.4       14.6        0.8
83.810     896.1   0.0321   0.9652   0.0007        441.0     14.6    411.8       13.4       14.5        0.8
83.820     896.1   0.0321   0.9652   0.0007        441.0     14.6    411.8       13.4       14.5        0.8
83.830     896.1   0.0321   0.9653   0.0007        441.0     14.6    411.8       13.4       14.5        0.8
83.840     896.1   0.0321   0.9653   0.0007        441.0     14.6    411.8       13.4       14.5        0.8
83.850     896.1   0.0321   0.9653   0.0007        441.0     14.6    411.8       13.4       14.5        0.8
83.860     896.1   0.0321   0.9653   0.0007        441.0     14.6    411.8       13.4       14.5        0.8
83.870     896.1   0.0321   0.9653   0.0007        441.0     14.6    411.8       13.4       14.5        0.8
83.880     896.1   0.0321   0.9654   0.0007        441.0     14.6    411.9       13.4       14.5        0.8
83.890     896.1   0.0321   0.9654   0.0007        441.0     14.6    411.9       13.4       14.5        0.8
83.900     896.1   0.0321   0.9654   0.0006        441.0     14.6    411.9       13.4       14.5        0.8
83.910     896.1   0.0321   0.9654   0.0006        441.0     14.6    411.9       13.4       14.5        0.8
83.920     896.1   0.0321   0.9654   0.0006        441.1     14.6    411.9       13.4       14.4        0.8
83.930     896.1   0.0321   0.9655   0.0006        441.1     14.6    411.9       13.4       14.4        0.8
83.940     896.1   0.0321   0.9655   0.0006        441.1     14.6    411.9       13.4       14.4        0.8
83.950     896.2   0.0321   0.9655   0.0006        441.1     14.6    411.9       13.4       14.4        0.8
83.960     896.2   0.0321   0.9655   0.0006        441.1     14.6    411.9       13.4       14.4        0.8
83.970     896.2   0.0321   0.9656   0.0006        441.1     14.6    411.9       13.4       14.4        0.8
83.980     896.2   0.0321   0.9656   0.0006        441.1     14.6    412.0       13.4       14.4        0.8
83.990     896.2   0.0321   0.9656   0.0006        441.1     14.6    412.0       13.4       14.4        0.8
84.000     896.2   0.0321   0.9656   0.0006        441.1     14.6    412.0       13.4       14.4        0.8
84.010     896.2   0.0321   0.9656   0.0006        441.1     14.6    412.0       13.4       14.4        0.8
84.020     896.2   0.0321   0.9657   0.0006        441.1     14.6    412.0       13.4       14.4        0.8
84.030     896.2   0.0321   0.9657   0.0006        441.1     14.6    412.0       13.4       14.3        0.8
84.040     896.2   0.0321   0.9657   0.0006        441.1     14.6    412.0       13.4       14.3        0.8
84.050     896.2   0.0321   0.9657   0.0006        441.1     14.6    412.0       13.4       14.3        0.8
84.060     896.2   0.0321   0.9657   0.0006        441.1     14.6    412.0       13.4       14.3        0.8
84.070     896.2   0.0321   0.9658   0.0006        441.1     14.6    412.0       13.4       14.3        0.8
84.080     896.2   0.0321   0.9658   0.0006        441.1     14.6    412.1       13.4       14.3        0.8
84.090     896.2   0.0321   0.9658   0.0006        441.1     14.6    412.1       13.4       14.3        0.8
84.100     896.2   0.0321   0.9658   0.0006        441.1     14.6    412.1       13.4       14.3        0.8
84.110     896.2   0.0321   0.9658   0.0006        441.1     14.6    412.1       13.4       14.3        0.8
84.120     896.2   0.0321   0.9659   0.0006        441.1     14.6    412.1       13.4       14.3        0.8
84.130     896.2   0.0321   0.9659   0.0006        441.1     14.6    412.1       13.4       14.3        0.8
84.140     896.2   0.0321   0.9659   0.0006        441.1     14.6    412.1       13.4       14.3        0.8
84.150     896.2   0.0321   0.9659   0.0006        441.1     14.6    412.1       13.4       14.2        0.8
84.160     896.2   0.0321   0.9659   0.0006        441.1     14.6    412.1       13.4       14.2        0.8
84.170     896.2   0.0321   0.9660   0.0006        441.1     14.6    412.1       13.4       14.2        0.8
84.180     896.2   0.0321   0.9660   0.0006        441.1     14.6    412.2       13.4       14.2        0.8
84.190     896.2   0.0321   0.9660   0.0006        441.1     14.6    412.2       13.4       14.2        0.8
84.200     896.2   0.0321   0.9660   0.0006        441.1     14.6    412.2       13.4       14.2        0.8
84.210     896.2   0.0321   0.9661   0.0006        441.1     14.6    412.2       13.4       14.2        0.8
84.220     896.2   0.0321   0.9661   0.0006        441.1     14.6    412.2       13.4       14.2        0.8
84.230     896.2   0.0321   0.9661   0.0006        441.1     14.6    412.2       13.4       14.2        0.8
84.240     896.2   0.0321   0.9661   0.0006        441.1     14.6    412.2       13.4       14.2        0.8
84.250     896.2   0.0321   0.9661   0.0006        441.1     14.6    412.2       13.4       14.2        0.8
84.260     896.2   0.0321   0.9662   0.0006        441.1     14.6    412.2       13.4       14.2        0.8
84.270     896.2   0.0321   0.9662   0.0006        441.1     14.6    412.2       13.4       14.1        0.8
84.280     896.2   0.0321   0.9662   0.0006        441.1     14.6    412.3       13.4       14.1        0.8
84.290     896.2   0.0321   0.9662   0.0006        441.1     14.6    412.3       13.4       14.1        0.8
84.300     896.2   0.0321   0.9662   0.0006        441.1     14.6    412.3       13.4       14.1        0.8
84.310     896.2   0.0321   0.9663   0.0006        441.1     14.6    412.3       13.4       14.1        0.8
84.320     896.2   0.0321   0.9663   0.0006        441.1     14.6    412.3       13.4       14.1        0.8
84.330     896.2   0.0321   0.9663   0.0006        441.1     14.6    412.3       13.4       14.1        0.8
84.340     896.2   0.0321   0.9663   0.0006        441.1     14.6    412.3       13.4       14.1        0.8
84.350     896.2   0.0321   0.9663   0.0006        441.1     14.6    412.3       13.4       14.1        0.8
84.360     896.2   0.0321   0.9664   0.0006        441.1     14.6    412.3       13.4       14.1        0.8
84.370     896.3   0.0321   0.9664   0.0006        441.1     14.6    412.3       13.4       14.1        0.8
84.380     896.3   0.0321   0.9664   0.0006        441.1     14.6    412.4       13.4       14.0        0.8
84.390     896.3   0.0321   0.9664   0.0006        441.1     14.6    412.4       13.4       14.0        0.8
84.400     896.3   0.0321   0.9664   0.0006        441.1     14.6    412.4       13.4       14.0        0.8
84.410     896.3   0.0321   0.9665   0.0006        441.1     14.6    412.4       13.4       14.0        0.8
84.420     896.3   0.0320   0.9665   0.0006        441.1     14.6    412.4       13.4       14.0        0.8
84.430     896.3   0.0320   0.9665   0.0006        441.1     14.6    412.4       13.4       14.0        0.8
84.440     896.3   0.0320   0.9665   0.0006        441.1     14.6    412.4       13.4       14.0        0.7
84.450     896.3   0.0320   0.9665   0.0006        441.1     14.6    412.4       13.4       14.0        0.7
84.460     896.3   0.0320   0.9666   0.0006        441.1     14.6    412.4       13.4       14.0        0.7
84.470     896.3   0.0320   0.9666   0.0006        441.1     14.6    412.4       13.4       14.0        0.7
84.480     896.3   0.0320   0.9666   0.0006        441.1     14.6    412.5       13.4       14.0        0.7
84.490     896.3   0.0320   0.9666   0.0006        441.1     14.6    412.5       13.4       14.0        0.7
84.500     896.3   0.0320   0.9666   0.0006        441.1     14.6    412.5       13.4       13.9        0.7
84.510     896.3   0.0320   0.9667   0.0006        441.1     14.6    412.5       13.4       13.9        0.7
84.520     896.3   0.0320   0.9667   0.0006        441.1     14.6    412.5       13.4       13.9        0.7
84.530     896.3   0.0320   0.9667   0.0006        441.1     14.6    412.5       13.4       13.9        0.7
84.540     896.3   0.0320   0.9667   0.0006        441.1     14.6    412.5       13.4       13.9        0.7
84.550     896.3   0.0320   0.9667   0.0006        441.1     14.6    412.5       13.4       13.9        0.7
84.560     896.3   0.0320   0.9668   0.0006        441.1     14.6    412.5       13.4       13.9        0.7
84.570     896.3   0.0320   0.9668   0.0006        441.1     14.6    412.5       13.4       13.9        0.7
84.580     896.3   0.0320   0.9668   0.0006        441.1     14.6    412.6       13.4       13.9        0.7
84.590     896.3   0.0320   0.9668   0.0006        441.1     14.6    412.6       13.4       13.9        0.7
84.600     896.3   0.0320   0.9668   0.0006        441.2     14.6    412.6       13.4       13.9        0.7
84.610     896.3   0.0320   0.9669   0.0006        441.2     14.6    412.6       13.4       13.9        0.7
84.620     896.3   0.0320   0.9669   0.0006        441.2     14.6    412.6       13.4       13.8        0.7
84.630     896.3   0.0320   0.9669   0.0006        441.2     14.6    412.6       13.4       13.8        0.7
84.640     896.3   0.0320   0.9669   0.0006        441.2     14.6    412.6       13.4       13.8        0.7
84.650     896.3   0.0320   0.9669   0.0006        441.2     14.6    412.6       13.4       13.8        0.7
84.660     896.3   0.0320   0.9670   0.0006        441.2     14.6    412.6       13.4       13.8        0.7
84.670     896.3   0.0320   0.9670   0.0006        441.2     14.6    412.6       13.4       13.8        0.7
84.680     896.3   0.0320   0.9670   0.0006        441.2     14.6    412.7       13.4       13.8        0.7
84.690     896.3   0.0320   0.9670   0.0006        441.2     14.6    412.7       13.4       13.8        0.7
84.700     896.3   0.0320   0.9670   0.0006        441.2     14.6    412.7       13.4       13.8        0.7
84.710     896.3   0.0320   0.9671   0.0006        441.2     14.6    412.7       13.4       13.8        0.7
84.720     896.3   0.0320   0.9671   0.0006        441.2     14.6    412.7       13.4       13.8        0.7
84.730     896.3   0.0320   0.9671   0.0006        441.2     14.6    412.7       13.4       13.8        0.7
84.740     896.3   0.0320   0.9671   0.0006        441.2     14.6    412.7       13.4       13.7        0.7
84.750     896.3   0.0320   0.9671   0.0006        441.2     14.6    412.7       13.4       13.7        0.7
84.760     896.3   0.0320   0.9672   0.0006        441.2     14.6    412.7       13.4       13.7        0.7
84.770     896.3   0.0320   0.9672   0.0006        441.2     14.6    412.7       13.4       13.7        0.7
84.780     896.3   0.0320   0.9672   0.0006        441.2     14.6    412.7       13.4       13.7        0.7
84.790     896.3   0.0320   0.9672   0.0006        441.2     14.6    412.8       13.4       13.7        0.7
84.800     896.3   0.0320   0.9672   0.0006        441.2     14.6    412.8       13.4       13.7        0.7
84.810     896.4   0.0320   0.9673   0.0006        441.2     14.6    412.8       13.4       13.7        0.7
84.820     896.4   0.0320   0.9673   0.0006        441.2     14.6    412.8       13.4       13.7        0.7
84.830     896.4   0.0320   0.9673   0.0006        441.2     14.6    412.8       13.4       13.7        0.7
84.840     896.4   0.0320   0.9673   0.0006        441.2     14.6    412.8       13.4       13.7        0.7
84.850     896.4   0.0320   0.9673   0.0006        441.2     14.6    412.8       13.4       13.7        0.7
84.860     896.4   0.0320   0.9674   0.0006        441.2     14.6    412.8       13.4       13.6        0.7
84.870     896.4   0.0320   0.9674   0.0006        441.2     14.6    412.8       13.4       13.6        0.7
84.880     896.4   0.0320   0.9674   0.0006        441.2     14.6    412.8       13.4       13.6        0.7
84.890     896.4   0.0320   0.9674   0.0006        441.2     14.6    412.9       13.4       13.6        0.7
84.900     896.4   0.0320   0.9674   0.0006        441.2     14.6    412.9       13.4       13.6        0.7
84.910     896.4   0.0320   0.9675   0.0006        441.2     14.6    412.9       13.4       13.6        0.7
84.920     896.4   0.0320   0.9675   0.0006        441.2     14.6    412.9       13.4       13.6        0.7
84.930     896.4   0.0320   0.9675   0.0006        441.2     14.6    412.9       13.4       13.6        0.7
84.940     896.4   0.0320   0.9675   0.0006        441.2     14.6    412.9       13.4       13.6        0.7
84.950     896.4   0.0320   0.9675   0.0006        441.2     14.6    412.9       13.4       13.6        0.7
84.960     896.4   0.0320   0.9676   0.0006        441.2     14.6    412.9       13.4       13.6        0.7
84.970     896.4   0.0320   0.9676   0.0006        441.2     14.6    412.9       13.4       13.6        0.7
84.980     896.4   0.0320   0.9676   0.0006        441.2     14.6    412.9       13.4       13.5        0.7
84.990     896.4   0.0320   0.9676   0.0006        441.2     14.6    412.9       13.4       13.5        0.7
85.000     896.4   0.0320   0.9676   0.0006        441.2     14.6    413.0       13.4       13.5        0.7
85.010     896.4   0.0320   0.9677   0.0006        441.2     14.6    413.0       13.4       13.5        0.7
85.020     896.4   0.0320   0.9677   0.0006        441.2     14.6    413.0       13.4       13.5        0.7
85.030     896.4   0.0320   0.9677   0.0006        441.2     14.6    413.0       13.4       13.5        0.7
85.040     896.4   0.0320   0.9677   0.0006        441.2     14.6    413.0       13.4       13.5        0.7
85.050     896.4   0.0320   0.9677   0.0006        441.2     14.6    413.0       13.4       13.5        0.7
85.060     896.4   0.0320   0.9678   0.0006        441.2     14.6    413.0       13.4       13.5        0.7
85.070     896.4   0.0320   0.9678   0.0006        441.2     14.6    413.0       13.4       13.5        0.7
85.080     896.4   0.0320   0.9678   0.0006        441.2     14.6    413.0       13.4       13.5        0.7
85.090     896.4   0.0320   0.9678   0.0006        441.2     14.6    413.0       13.4       13.5        0.7
85.100     896.4   0.0320   0.9678   0.0006        441.2     14.6    413.1       13.4       13.5        0.7
85.110     896.4   0.0320   0.9679   0.0006        441.2     14.6    413.1       13.4       13.4        0.7
85.120     896.4   0.0320   0.9679   0.0006        441.2     14.6    413.1       13.4       13.4        0.7
85.130     896.4   0.0320   0.9679   0.0006        441.2     14.6    413.1       13.4       13.4        0.7
85.140     896.4   0.0320   0.9679   0.0006        441.2     14.6    413.1       13.4       13.4        0.7
85.150     896.4   0.0320   0.9679   0.0006        441.2     14.6    413.1       13.4       13.4        0.7
85.160     896.4   0.0320   0.9680   0.0006        441.2     14.6    413.1       13.4       13.4        0.7
85.170     896.4   0.0320   0.9680   0.0006        441.2     14.6    413.1       13.4       13.4        0.7
85.180     896.4   0.0320   0.9680   0.0006        441.2     14.6    413.1       13.4       13.4        0.7
85.190     896.4   0.0320   0.9680   0.0006        441.2     14.6    413.1       13.4       13.4        0.7
85.200     896.4   0.0320   0.9680   0.0006        441.2     14.6    413.1       13.4       13.4        0.7
85.210     896.4   0.0320   0.9681   0.0006        441.2     14.6    413.2       13.4       13.4        0.7
85.220     896.4   0.0320   0.9681   0.0006        441.2     14.6    413.2       13.4       13.4        0.7
85.230     896.4   0.0320   0.9681   0.0006        441.2     14.6    413.2       13.4       13.3        0.7
85.240     896.4   0.0320   0.9681   0.0006        441.2     14.6    413.2       13.4       13.3        0.7
85.250     896.4   0.0320   0.9681   0.0006        441.2     14.6    413.2       13.4       13.3        0.7
85.260     896.5   0.0320   0.9681   0.0006        441.2     14.6    413.2       13.4       13.3        0.7
85.270     896.5   0.0320   0.9682   0.0006        441.2     14.6    413.2       13.4       13.3        0.7
85.280     896.5   0.0320   0.9682   0.0006        441.2     14.6    413.2       13.4       13.3        0.7
85.290     896.5   0.0320   0.9682   0.0006        441.2     14.6    413.2       13.4       13.3        0.7
85.300     896.5   0.0320   0.9682   0.0006        441.2     14.6    413.2       13.4       13.3        0.7
85.310     896.5   0.0320   0.9682   0.0006        441.3     14.6    413.3       13.4       13.3        0.7
85.320     896.5   0.0320   0.9683   0.0006        441.3     14.6    413.3       13.4       13.3        0.7
85.330     896.5   0.0320   0.9683   0.0006        441.3     14.6    413.3       13.4       13.3        0.7
85.340     896.5   0.0320   0.9683   0.0006        441.3     14.6    413.3       13.4       13.3        0.7
85.350     896.5   0.0320   0.9683   0.0006        441.3     14.6    413.3       13.4       13.2        0.7
85.360     896.5   0.0320   0.9683   0.0006        441.3     14.6    413.3       13.4       13.2        0.7
85.370     896.5   0.0320   0.9684   0.0006        441.3     14.6    413.3       13.4       13.2        0.7
85.380     896.5   0.0320   0.9684   0.0006        441.3     14.6    413.3       13.4       13.2        0.7
85.390     896.5   0.0320   0.9684   0.0006        441.3     14.6    413.3       13.4       13.2        0.7
85.400     896.5   0.0320   0.9684   0.0006        441.3     14.6    413.3       13.4       13.2        0.7
85.410     896.5   0.0320   0.9684   0.0006        441.3     14.6    413.3       13.4       13.2        0.7
85.420     896.5   0.0320   0.9685   0.0006        441.3     14.6    413.4       13.4       13.2        0.7
85.430     896.5   0.0320   0.9685   0.0006        441.3     14.6    413.4       13.4       13.2        0.7
85.440     896.5   0.0320   0.9685   0.0006        441.3     14.6    413.4       13.4       13.2        0.7
85.450     896.5   0.0320   0.9685   0.0006        441.3     14.6    413.4       13.4       13.2        0.7
85.460     896.5   0.0320   0.9685   0.0006        441.3     14.6    413.4       13.4       13.2        0.7
85.470     896.5   0.0320   0.9686   0.0006        441.3     14.6    413.4       13.4       13.2        0.7
85.480     896.5   0.0320   0.9686   0.0006        441.3     14.6    413.4       13.4       13.1        0.7
85.490     896.5   0.0320   0.9686   0.0006        441.3     14.6    413.4       13.4       13.1        0.7
85.500     896.5   0.0320   0.9686   0.0006        441.3     14.6    413.4       13.4       13.1        0.7
85.510     896.5   0.0320   0.9686   0.0006        441.3     14.6    413.4       13.4       13.1        0.7
85.520     896.5   0.0320   0.9686   0.0006        441.3     14.6    413.4       13.4       13.1        0.7
85.530     896.5   0.0320   0.9687   0.0006        441.3     14.6    413.5       13.4       13.1        0.7
85.540     896.5   0.0320   0.9687   0.0006        441.3     14.6    413.5       13.4       13.1        0.7
85.550     896.5   0.0320   0.9687   0.0006        441.3     14.6    413.5       13.4       13.1        0.7
85.560     896.5   0.0320   0.9687   0.0006        441.3     14.6    413.5       13.4       13.1        0.7
85.570     896.5   0.0320   0.9687   0.0006        441.3     14.6    413.5       13.4       13.1        0.7
85.580     896.5   0.0320   0.9688   0.0006        441.3     14.6    413.5       13.4       13.1        0.7
85.590     896.5   0.0320   0.9688   0.0006        441.3     14.6    413.5       13.4       13.1        0.7
85.600     896.5   0.0320   0.9688   0.0006        441.3     14.6    413.5       13.4       13.1        0.7
85.610     896.5   0.0320   0.9688   0.0006        441.3     14.6    413.5       13.4       13.0        0.7
85.620     896.5   0.0320   0.9688   0.0006        441.3     14.6    413.5       13.4       13.0        0.7
85.630     896.5   0.0320   0.9689   0.0006        441.3     14.6    413.5       13.4       13.0        0.7
85.640     896.5   0.0320   0.9689   0.0006        441.3     14.6    413.6       13.4       13.0        0.7
85.650     896.5   0.0320   0.9689   0.0006        441.3     14.6    413.6       13.4       13.0        0.7
85.660     896.5   0.0320   0.9689   0.0006        441.3     14.6    413.6       13.4       13.0        0.7
85.670     896.5   0.0320   0.9689   0.0006        441.3     14.6    413.6       13.4       13.0        0.7
85.680     896.5   0.0320   0.9689   0.0006        441.3     14.6    413.6       13.4       13.0        0.7
85.690     896.5   0.0320   0.9690   0.0006        441.3     14.6    413.6       13.4       13.0        0.7
85.700     896.5   0.0320   0.9690   0.0006        441.3     14.6    413.6       13.4       13.0        0.7
85.710     896.5   0.0320   0.9690   0.0006        441.3     14.6    413.6       13.4       13.0        0.7
85.720     896.5   0.0320   0.9690   0.0006        441.3     14.6    413.6       13.4       13.0        0.7
85.730     896.6   0.0320   0.9690   0.0006        441.3     14.6    413.6       13.4       12.9        0.7
85.740     896.6   0.0320   0.9691   0.0006        441.3     14.6    413.6       13.4       12.9        0.7
85.750     896.6   0.0320   0.9691   0.0006        441.3     14.6    413.7       13.4       12.9        0.7
85.760     896.6   0.0320   0.9691   0.0006        441.3     14.6    413.7       13.4       12.9        0.7
85.770     896.6   0.0320   0.9691   0.0006        441.3     14.6    413.7       13.4       12.9        0.7
85.780     896.6   0.0320   0.9691   0.0006        441.3     14.6    413.7       13.4       12.9        0.7
85.790     896.6   0.0320   0.9692   0.0006        441.3     14.6    413.7       13.4       12.9        0.7
85.800     896.6   0.0320   0.9692   0.0006        441.3     14.6    413.7       13.4       12.9        0.7
85.810     896.6   0.0320   0.9692   0.0006        441.3     14.6    413.7       13.4       12.9        0.7
85.820     896.6   0.0320   0.9692   0.0006        441.3     14.6    413.7       13.4       12.9        0.7
85.830     896.6   0.0320   0.9692   0.0006        441.3     14.6    413.7       13.4       12.9        0.7
85.840     896.6   0.0320   0.9693   0.0006        441.3     14.6    413.7       13.4       12.9        0.7
85.850     896.6   0.0320   0.9693   0.0006        441.3     14.6    413.7       13.4       12.9        0.7
85.860     896.6   0.0320   0.9693   0.0006        441.3     14.6    413.8       13.4       12.8        0.7
85.870     896.6   0.0320   0.9693   0.0006        441.3     14.6    413.8       13.4       12.8        0.7
85.880     896.6   0.0320   0.9693   0.0006        441.3     14.6    413.8       13.4       12.8        0.7
85.890     896.6   0.0320   0.9693   0.0006        441.3     14.6    413.8       13.4       12.8        0.7
85.900     896.6   0.0320   0.9694   0.0006        441.3     14.6    413.8       13.4       12.8        0.7
85.910     896.6   0.0319   0.9694   0.0006        441.3     14.6    413.8       13.4       12.8        0.7
85.920     896.6   0.0319   0.9694   0.0006        441.3     14.6    413.8       13.4       12.8        0.7
85.930     896.6   0.0319   0.9694   0.0006        441.3     14.6    413.8       13.4       12.8        0.7
85.940     896.6   0.0319   0.9694   0.0006        441.3     14.6    413.8       13.4       12.8        0.7
85.950     896.6   0.0319   0.9695   0.0006        441.3     14.6    413.8       13.4       12.8        0.7
85.960     896.6   0.0319   0.9695   0.0006        441.3     14.6    413.8       13.4       12.8        0.7
85.970     896.6   0.0319   0.9695   0.0006        441.3     14.6    413.9       13.4       12.8        0.7
85.980     896.6   0.0319   0.9695   0.0006        441.3     14.6    413.9       13.4       12.8        0.7
85.990     896.6   0.0319   0.9695   0.0006        441.3     14.6    413.9       13.4       12.7        0.7
86.000     896.6   0.0319   0.9695   0.0006        441.3     14.6    413.9       13.4       12.7        0.7
86.010     896.6   0.0319   0.9696   0.0006        441.3     14.6    413.9       13.4       12.7        0.7
86.020     896.6   0.0319   0.9696   0.0006        441.3     14.6    413.9       13.4       12.7        0.7
86.030     896.6   0.0319   0.9696   0.0006        441.3     14.6    413.9       13.4       12.7        0.7
86.040     896.6   0.0319   0.9696   0.0006        441.3     14.6    413.9       13.4       12.7        0.7
86.050     896.6   0.0319   0.9696   0.0006        441.4     14.6    413.9       13.4       12.7        0.7
86.060     896.6   0.0319   0.9697   0.0006        441.4     14.6    413.9       13.4       12.7        0.7
86.070     896.6   0.0319   0.9697   0.0006        441.4     14.6    413.9       13.4       12.7        0.7
86.080     896.6   0.0319   0.9697   0.0006        441.4     14.6    414.0       13.4       12.7        0.7
86.090     896.6   0.0319   0.9697   0.0006        441.4     14.6    414.0       13.4       12.7        0.7
86.100     896.6   0.0319   0.9697   0.0006        441.4     14.6    414.0       13.4       12.7        0.7
86.110     896.6   0.0319   0.9698   0.0006        441.4     14.6    414.0       13.4       12.7        0.7
86.120     896.6   0.0319   0.9698   0.0006        441.4     14.6    414.0       13.4       12.6        0.7
86.130     896.6   0.0319   0.9698   0.0006        441.4     14.6    414.0       13.4       12.6        0.7
86.140     896.6   0.0319   0.9698   0.0006        441.4     14.6    414.0       13.4       12.6        0.7
86.150     896.6   0.0319   0.9698   0.0006        441.4     14.6    414.0       13.4       12.6        0.7
86.160     896.6   0.0319   0.9698   0.0006        441.4     14.6    414.0       13.4       12.6        0.7
86.170     896.6   0.0319   0.9699   0.0006        441.4     14.6    414.0       13.4       12.6        0.7
86.180     896.6   0.0319   0.9699   0.0006        441.4     14.6    414.0       13.4       12.6        0.7
86.190     896.6   0.0319   0.9699   0.0006        441.4     14.6    414.1       13.4       12.6        0.7
86.200     896.7   0.0319   0.9699   0.0006        441.4     14.6    414.1       13.4       12.6        0.7
86.210     896.7   0.0319   0.9699   0.0006        441.4     14.6    414.1       13.4       12.6        0.7
86.220     896.7   0.0319   0.9700   0.0006        441.4     14.6    414.1       13.4       12.6        0.7
86.230     896.7   0.0319   0.9700   0.0006        441.4     14.6    414.1       13.4       12.6        0.7
86.240     896.7   0.0319   0.9700   0.0006        441.4     14.6    414.1       13.4       12.6        0.7
86.250     896.7   0.0319   0.9700   0.0006        441.4     14.6    414.1       13.4       12.5        0.7
86.260     896.7   0.0319   0.9700   0.0006        441.4     14.6    414.1       13.4       12.5        0.7
86.270     896.7   0.0319   0.9700   0.0006        441.4     14.6    414.1       13.4       12.5        0.7
86.280     896.7   0.0319   0.9701   0.0006        441.4     14.6    414.1       13.4       12.5        0.7
86.290     896.7   0.0319   0.9701   0.0006        441.4     14.6    414.1       13.4       12.5        0.7
86.300     896.7   0.0319   0.9701   0.0006        441.4     14.6    414.2       13.4       12.5        0.7
86.310     896.7   0.0319   0.9701   0.0006        441.4     14.6    414.2       13.4       12.5        0.7
86.320     896.7   0.0319   0.9701   0.0006        441.4     14.6    414.2       13.4       12.5        0.7
86.330     896.7   0.0319   0.9702   0.0006        441.4     14.6    414.2       13.4       12.5        0.7
86.340     896.7   0.0319   0.9702   0.0006        441.4     14.6    414.2       13.4       12.5        0.7
86.350     896.7   0.0319   0.9702   0.0006        441.4     14.6    414.2       13.4       12.5        0.7
86.360     896.7   0.0319   0.9702   0.0006        441.4     14.6    414.2       13.4       12.5        0.7
